E	'i
منافی	monAfi
مناقب	manAqeb
مناقشات	monAqeSAt
مناقشه	monAqeSe
مناقشه‌انگیز	monAqeSe'angiz
مناقشه‌برانگیز	monAqeSebarangiz
مناقصات	monAqesAt
مناقصه	monAqese
مناقصه‌ای	monAqese'i
مناقض	monAqez
منال	manAl
منامه	manAme
منان	mannAn
مناهج	manAhej
منبت	monabbat
منبت‌کار	monabbatkAr
منبت‌کاری	monabbatkAri
منبر	manbar
منبری	menbari
منبسط	monbaset
منبع	manba'
منبعث	monba'es
منت	mennat
منتج	montaj
منتجه	montajje
منتخب	montaxab
منتخبه	montaxabe
منتر	mantar
منتزع	montaze'
منتسب	montasab
منتسبه	montasabe
منتسکیو	monteskiyow
منتش	mantaS
منتشا	mantaSA
منتشر	montaSer
منتشره	montaSere
منتشرکننده	montaSerkonande
منتشر‌شده	montaSerSode
منتشر‌نشده	montaSernaSode
منتظر	montazer
منتظرخدمت	montazerxedmat
منتظره	montazere
منتظری	montazeri
منتظم	montazam
منتظم‌الدوله	montazemoddowle
منتفع	montafe'
منتفی	montafi
منتقد	montaqed
منتقدانه	montaqedAne
منتقل	montaqel
منتقله	montaqele
منتقل‌کننده	montaqelkonande
منتقم	montaqem
منتها	montehA
منتهاالیه	montehA'elayh
منتهی	montahi
منتهی‌الیه	montahA'elayh
منت‌کشی	mennatkeSi
منثور	mansur
منجر	monjar
منجز	monajjaz
منجلاب	manjelAb
منجم	monajjem
منجمد	monjamed
منجمدسازی	monjamedsAzi
منجمی	monajjemi
منجم‌باشی	monajjembASi
منجنیق	manjaniq
منجوق	monjuq
منجوق‌دوزی	monjuqduzi
منجی	monji
منجیل	manjil
منجی‌گرایی	monjigerAyi
منحرف	monharef
منحرفه	monharefe
منحرف‌کننده	monharefkonande
منحصر	monhaser
منحصربه‌فرد	monhaserbefard
منحط	monhat
منحل	monhal
منحله	monhalle
منحل‌شده	monhalSode
منحنی	monhani
منحنی‌شکل	monhaniSekl
منحوس	manhus
منحول	manhul
منخرین	manxareyn
منداب	mandAb
مندایی	mandAyi
مندرج	mondaraj
مندرجات	mondarajAt
مندرجه	mondaraje
مندرس	mondares
مندیل	mandil
منذر	monzer
منزجر	monzajer
منزجر‌کننده	monzajerkonande
منزل	manzel
منزلت	manzalat
منزلتی	manzelati
منزله	manzale
منزلگاه	manzelgAh
منزلگه	manzelgah
منزه	monazzah
منزوی	monzavi
منسجم	monsajem
منسوب	mansub
منسوج	mansuj
منسوجات	mansujAt
منسوخ	mansux
منسوخ‌شده	mansuxSode
منسک	mansek
منسی	mansi
منش	maneS
منشآت	monSa'At
منشعب	monSa'eb
منشور	manSur
منشوری	manSuri
منشی	monSi
منشی‌زاده	monSizAde
منشی‌گری	monSigari
منصب	mansab
منصرف	monsaref
منصف	monsef
منصفانه	monsefAne
منصفه	monsefe
منصفی	monsefi
منصف‌الزاویه	monassefozzAviye
منصه	menasse
منصوب	mansub
منصور	mansur
منصورآباد	mansurAbAd
منصوره	mansure
منصوری	mansuri
منصوریان	mansuriyAn
منصوص	mansusu
منضبط	monzabet
منضم	monzamm
منطبق	montabeq
منطق	manteq
منطقه	mantaqe
منطقه‌ای	mantaqe'i
منطقه‌بندی	mantaqebandi
منطقه‌گرایی	mantaqegerAyi
منطقی	manteqi
منطق‌الطیر	manteqotteyr
منطق‌دان	manteqdAn
منطق‌گرایی	manteqgerAyi
منطوق	mantuq
منطوی	montavi
منظر	manzar
منظره	manzare
منظم	monazzam
منظمی	monazzami
منظور	manzur
منظوم	manzum
منظومه	manzume
منع	man'
منعطف	mon'atef
منعقد	mon'aqed
منعقده	mon'aqede
منعقد‌شده	mon'aqedSode
منعم	mon'em
منعکس	mon'akes
منعکس‌شده	mon'akesSode
منعکس‌کننده	mon'akeskonande
منع‌شده	man'Sode
منفجر	monfajer
منفجره	monfajere
منفجر‌شده	monfajerSode
منفذ	manfaz
منفرجه	monfareje
منفرد	monfared
منفصل	monfasel
منفصله	monfasele
منفعت	manfa'at
منفعتی	manfa'ati
منفعت‌طلب	manfa'attalab
منفعت‌طلبانه	manfa'attalabAne
منفعت‌طلبی	manfa'attalabi
منفعت‌پرست	manfa'atparast
منفعت‌پرستی	manfa'atparasti
منفعت‌گرایی	manfa'atgerAyi
منفعل	monfa'el
منفور	manfur
منفک	monfak
منفی	manfi
منقاد	monqAd
منقار	menqAr
منقاش	manqAS
منقبت	manqabat
منقبض	monqabez
منقح	monaqqah
منقرض	monqarez
منقرض‌شده	monqarezSode
منقسم	monqasem
منقش	monaqqaS
منقضی	monqazi
منقطع	monqate'
منقل	manqal
منقلب	monqaleb
منقور	manqur
منقوش	manquS
منقوط	manqut
منقول	manqul
منم	manam
منم‌منم	manammanam
مننژیت	menanZit
منها	menhA
منهاج	menhAj
منهج	menhaj
منهدم	monhadem
منهی	monhi
منو	meno
منوال	menvAl
منور	monavvar
منوره	monavvare
منوساکارید	monosAkArid
منوسیت	monosit
منوط	manut
منومر	monomer
منون	manun
منوچهر	manuCehr
منوچهری	manuCehri
منوچهریان	manuCehriyAn
منوکسید	monoksid
منوی	manvi
منویات	manviyyAt
منچ	menC
منچستر	manCester
منچستری	manCesteri
منچستر‌سیتی	manCestersiti
منچستر‌یونایتد	manCesteryunAyted
منچو	manCu
منکر	monkar
منکرات	monkarAt
منکراتی	monkarAti
منکسر	monkaser
منکشف	monkaSef
منکوب	mankub
منکوقاآن	monkuqA'An
منگ	mang
منگال	mangAl
منگنز	manganez
منگنه	mangane
منگوقاآن	monguqA'An
منگول	mongol
منگوله	mangule
منگوله‌دار	manguledAr
منگی	mangi
منی	mani
منیت	maniyyat
منیر	monir
منیره	monire
منیریه	moniriyye
منیزی	manyazi
منیزیم	manyazyom
منیع	mani'
منیعی	mani'i
منیژه	maniZe
من‌بعد	menba'd
من‌جمله	menjomle
من‌حیث‌المجموع	menheysolmajmu'
من‌درآوردی	mandarAvardi
من‌من	menmen
من‌و‌من	mennomen
مه	mah
مهاب	mahAb
مهاباد	mahAbAd
مهابادی	mahAbAdi
مهابت	mahAbat
مهاتما	mohAtmA
مهاجر	mohAjer
مهاجرانی	mohAjerAni
مهاجرت	mohAjerat
مهاجرتی	mohAjerati
مهاجرنشین	mohAjerneSin
مهاجرنشینی	mohAjerneSini
مهاجرپذیر	mohAjerpazir
مهاجرپذیری	mohAjerpaziri
مهاجری	mohAjeri
مهاجم	mohAjem
مهاد	mehAd
مهار	mahAr
مهاراجه	mohArAje
مهارت	mahArat
مهارتی	mahArati
مهارناپذیر	mahArnApazir
مهار‌نشدنی	mahArnaSodani
مهار‌کننده	mahArkonande
مهام	mahAmm
مهان	mahAn
مهبانگ	mehbAng
مهبد	mahbod
مهبط	mahbet
مهبل	mahbel
مهتاب	mahtAb
مهتابی	mahtAbi
مهتاج	mohtAj
مهتر	mehtar
مهتری	mehtari
مهجور	mahjur
مهجوری	mahjuri
مهد	mahd
مهدخت	mahdoxt
مهدعلیا	mahde'oliyA
مهدورالدم	mahduroddam
مهدوی	mahdavi
مهدویت	mahdaviyyat
مهدوی‌کیا	mahdavikiyA
مهدکودک	mahdekudak
مهدی	mahdi
مهدیخانی	mehdixAni
مهدیشهر	mahdiSahr
مهدیه	mahdiyye
مهدی‌آباد	mehdi'AdAb
مهدی‌زاده	mehdizAde
مهدی‌قلی	mahdiqoli
مهدی‌پور	mehdipur
مهذب	mohazzab
مهر	mahr
مهرآئین	mehrA'in
مهرآمیز	mehrAmiz
مهرآور	mehrAvar
مهراب	mehrAb
مهرابی	mehrAbi
مهرابیان	mehrAbiyAn
مهراز	mehrAz
مهرافزا	mehrafzA
مهران	mehrAn
مهرانه	mehrAne
مهرانگیز	mehrangiz
مهران‌فر	mehrAnfar
مهربار	mehrbAr
مهربان	mehrabAn
مهربانانه	mehrabAnAne
مهربانی	mehrabAni
مهرتاش	mehrtAS
مهرجو	mehrju
مهرجوئی	mehrju'i
مهرجویی	mehrjuyi
مهرداد	mehrdAd
مهردادی	mehrdAdi
مهرزاد	mehrzAd
مهرساز	mehrsAz
مهرسازی	mehrsAzi
مهرشاد	mehrSAd
مهرشهر	mehrSahr
مهرماه	mehrmAh
مهرناز	mehrnAz
مهرنوش	mehrnuS
مهرنیا	mehrniyA
مهره	mohre
مهره‌دار	mohredAr
مهره‌داران	mohredArAn
مهرورزانه	mehrvarzAne
مهرورزی	mehrvarzi
مهرویلا	mehrvilA
مهرپرست	mehrparast
مهرپرور	mehrparvar
مهرپور	mehrpur
مهرگان	mehregAn
مهرگیاه	mehrgiyAh
مهری	mehri
مهریار	mehryAr
مهریز	mehriz
مهریزی	mehrizi
مهریه	mehriyye
مهر‌آباد	mehrAbAd
مهر‌و‌موم	mohromum
مهر‌پرستی	mehrparasti
مهسا	mahsA
مهستان	mahestAn
مهشاد	mehSAd
مهشید	mahSid
مهلت	mohlat
مهلت‌دار	mohlatdAr
مهلک	mohlek
مهلکه	mahlake
مهم	mohemm
مهمات	mohemmAt
مهمات‌سازی	mohemmAtsAzi
مهمان	mehmAn
مهمانخانه	mehmAnxAne
مهماندار	mehmAndAr
مهمانداری	mehmAndAri
مهمانسرا	mehmAnsarA
مهمانی	mehmAni
مهمان‌دوست	mehmAndust
مهمان‌نواز	mehmAnnavAz
مهمان‌نوازی	mehmAnnavAzi
مهمان‌پذیر	mehmAnpazir
مهمل	mahmel
مهملات	mohmalAt
مهمل‌بافی	mohmalbAfi
مهمه	mahmah
مهموم	mahmum
مهمی	mohemmi
مهمیز	mehmiz
مهناز	mahnAz
مهناوی	mahnAvi
مهندس	mohandes
مهندسی	mohandesi
مهوش	mahvaS
مهوع	mohavve'
مهکام	mahkAm
مهکشند	mahkeSand
مهیا	mohayyA
مهیار	mahyAr
مهیب	mahib
مهیج	mohayyej
مهیمن	mahiman
مهین	mahin
مهیندخت	mahindoxt
مهینی	mahini
مه‌آلود	mehAlud
مه‌جبین	mahjabin
مه‌دود	mehdud
مه‌لقا	mahlaqA
مه‌پیکر	mahpeykar
مه‌گرفته	mehgerefte
مو	mow
موئینگی	mu'inegi
موات	mavAt
مواج	mavvAj
مواجب	mavAjeb
مواجب‌بگیر	mavAjebbegir
مواجه	movAjeh
مواجهه	movAjehe
مواخذه	mo'Axeze
مواد	mavAd
موادی	mavAddi
موارد	mavAred
مواریث	mavAris
موازات	movAzAt
موازنه	movAzene
موازی	movAzi
موازین	mavAzin
مواسات	movAsAt
مواشی	mavASi
مواصلاتی	movAselAti
مواضع	mavAze'
مواضعه	movAze'e
مواظب	movAzeb
مواظبت	movAzebat
مواعظ	mavA'ez
مواعید	mavA'id
موافق	movAfeq
موافقت	movAfeqat
موافقت‌نامه	movAfeqatnAme
مواقع	mavAqe'
مواقف	mavAqef
موالی	mavAli
موالید	mavAlid
موانع	mavAne'
مواهب	mavAheb
موبایل	mobAyl
موبد	mubad
موبدی	mubedi
موبر	mubar
موبور	mubur
موت	mowt
موتاسیون	motAsiyon
موتور	motor
موتوردار	motordAr
موتورسازی	motorsAzi
موتورسیکلت	motorsiklet
موتوری	motori
موتوریزه	motorize
موتور‌خانه	motorxAne
موتور‌سوار	motorsavAr
موتور‌سواری	motorsavAri
موثق	movassaq
موثقی	movassaqi
موج	mowj
موجب	mowjeb
موجد	mujed
موجر	mujer
موجز	mujez
موجه	movajjah
موجهه	movajjahe
موجود	mowjud
موجوده	mowjude
موجودی	mowjudi
موجودیت	mowjudiyyat
موجی	mowji
موج‌انگیزی	mowjangizi
موج‌خیز	mowjxiz
موج‌دار	mowjdAr
موج‌سواری	mowjsavAri
موج‌شکن	mowjSekan
موج‌گیر	mowjgir
موحد	movahhed
موحدی	movahhedi
موحدیان	movahhediyAn
موحش	movahheS
موخوره	muxore
مودت	mavaddat
مودت‌‌آمیز	mavaddatAmiz
مودم	modem
موذی	muzi
موذیانه	muziyAne
موذیگری	muzigari
مور	mur
مورب	movarrab
مورث	mowres
مورخ	movarrex
مورخه	movarrexe
مورد	mowred
موردپسند	mowredepasand
موردپژوهی	mowredpaZuhi
موردی	mowredi
مورد‌استفاده	mowrede'estefAde
مورد‌بررسی	mowredebarresi
مورد‌نظر	mowredenazar
مورد‌نیاز	mowredeniyAz
مورس	mors
مورفین	morfin
مورمور	murmur
موروث	mowres
موروثی	mowresi
مورچه	murCe
مورچه‌خوار	murCexAr
مورچگان	murCegAn
موری	muri
موریانه	muryAne
موریانه‌ها	muryAnehA
موریتانی	muritAni
موریس	muris
موز	mowz
موزائیک	muzA'ik
موزائیکی	muzA'iki
موزائیک‌کاری	mozA'ikkAri
موزامبیک	muzAmbik
موزامبیکی	muzAmbiki
موزاییک	muzAyik
موزاییکی	muzAyiki
موزدا	muzedA
موزدایی	muzedAyi
موزع	movazze'
موزه	muze
موزه‌ای	muze'i
موزه‌داری	muzedAri
موزون	mowzun
موزونی	mowzuni
موزی	mowzi
موزیسین	muzisiyan
موزیک	muzik
موزیکال	muzikAl
موساد	musAd
موستان	mustAn
موسع	movasse'
موسم	musem
موسمی	musemi
موسوم	mowsum
موسوی	musavi
موسویان	musaviyAn
موسوی‌زاده	musavizAde
موسوی‌نژاد	musavineZAd
موسوی‌نیا	musaviniyA
موسی	musA
موسیر	musir
موسیقی	musiqi
موسیقیایی	musiqiyAyi
موسیقی‌دان	musiqidAn
موسیقی‌درمانی	musiqidarmAni
موسیو	mosiyo
موسی‌زاده	musAzAde
موش	muS
موشح	movaSSah
موشها	muShA
موشواره	muSvAre
موشک	muSak
موشکاف	muSekAf
موشکافانه	muSekAfAne
موشکافی	muSekAfi
موشکی	muSaki
موشک‌انداز	muSakandAz
موشک‌باران	muSakbArAn
موشی	muSi
موش‌خرما	muSxormA
موش‌کورها	muSekurhA
موش‌گیر	muSgir
موصل	musel
موصوف	mowsuf
موصول	mowsul
موصی	musi
موضع	mowze'
موضعی	mowze'i
موضع‌گیری	mowze'giri
موضوع	mowzu'
موضوعه	mowzu'e
موضوعی	mowzu'i
موضوعیت	mowzu'iyyat
موطن	muten
موظف	movazzaf
موظفی	movazzafi
موعد	mow'ed
موعظت	mow'ezat
موعظه	mow'eze
موعظه‌آمیز	mow'eze'Amiz
موعظه‌گر	mow'ezegar
موعود	mow'ud
موفق	movaffaq
موفقیت	movaffaqiyyat
موفقیت‌آمیز	movaffaqiyyatAmiz
موقت	movaqqat
موقتی	movaqqati
موقر	movaqqar
موقرانه	movaqqarAne
موقع	mowqe'
موقعیت	mowqe'iyyat
موقع‌شناس	mowqe'SenAs
موقوف	mowquf
موقوفات	mowqufAt
موقوفه	mowqufe
مول	mol
مولا	mowlA
مولائی	mowlA'i
مولانا	mowlAnA
مولایی	mowlAyi
مولتان	multAn
مولتی‌ویتامین	multivitAmin
مولد	movalled
مولداوی	moldAvi
مولر	muler
مولم	mulem
مولوتوف	molotof
مولود	mowlud
مولودی	mowludi
مولودی‌خوانی	mowludixAni
مولوی	mowlavi
مولوی‌شناس	mowlaviSenAs
مولوی‌شناسی	molaviSenAsi
مولکول	molkul
مولکولی	molkuli
مولی	mowlA
مولیبدن	molibden
مولی‌الموحدین	mowlalmovahhedin
موم	mum
مومی	mumi
مومیا	mumiyA
مومیائی	mumiyA'i
مومیایی	mumiyAyi
مومیایی‌شده	mumiyAyiSode
مومی‌شکل	mumiSekl
مونا	monA
مونالیزا	munAlizA
موناکو	monAko
مونتاژ	montAZ
مونتاژکار	montAZkAr
مونتاژ‌شده	montAZSode
مونترال	montre'Al
موند	mond
مونرئو	monre'o
مونس	munes
مونسان	munesAn
مونسی	munesi
مونل	monel
مونیتور	monitor
مونیخ	munix
مونین	mu'in
مونیکا	monikA
موهبت	muhebat
موهر	muher
موهن	muhen
موهو	moho
موهوم	mowhum
موهومات	mowhumAt
موهومی	mowhumi
موومان	movumAn
موچول	muCul
موچین	muCin
موکب	mowkeb
موکت	muket
موکل	movakkel
موکوتاه	mukutAh
موکول	mowkul
موی	muy
مویرگ	muyrag
مویرگی	muyragi
مویز	maviz
مویه	muye
مویین	muyin
مویینگی	muyinegi
موی‌شکمان	muySekamAn
مو‌بلند	muboland
مو‌به‌مو	mubemu
مچ	moC
مچاله	moCAle
مچل	maCal
مچگیری	moCgiri
مچی	moCi
مچ‌بند	moCband
مچ‌پیچ	moCpiC
مژده	moZde
مژدگانی	moZdegAni
مژه	moZe
مژک	moZak
مژکداران	moZakdArAn
مژک‌دار	moZakdAr
مژگان	moZgAn
مک	mak
مکاتب	makAteb
مکاتبات	mokAtebAt
مکاتباتی	mokAtebAti
مکاتبه	mokAtebe
مکاتبه‌ای	mokAtebe'i
مکاتیب	makAtib
مکار	makkAr
مکارانه	makkArAne
مکارم	makArem
مکاره	makAre
مکاری	mokAri
مکاسب	makAseb
مکاشفات	mokASefAt
مکاشفه	mokASefe
مکاشفه‌ای	mokASefe'i
مکافات	mokAfAt
مکالمات	mokAlemAt
مکالمه	mokAleme
مکان	makAn
مکانت	mekAnat
مکانی	makAni
مکانیزاسیون	mekAnizAsyon
مکانیزم	mekAnizm
مکانیزه	mekAnize
مکانیسم	mekAnism
مکانیسین	mekAnisyan
مکانیک	mekAnik
مکانیکی	mekAniki
مکان‌شناسی	makAnSenAsi
مکان‌نما	makAnnamA
مکان‌گزینی	makAngozini
مکان‌یابی	makAnyAbi
مکبث	makbas
مکبی	mokebbi
مکتب	maktab
مکتبی	maktabi
مکتب‌خانه	maktabxAne
مکتب‌دار	maktabdAr
مکتسب	moktasab
مکتسبه	moktasabe
مکتشف	moktaSef
مکتوب	maktub
مکتوبات	maktubAt
مکتوم	maktum
مکث	maks
مکدر	mokaddar
مکر	makr
مکران	mokrAn
مکرر	mokarrar
مکرم	mokarram
مکرمت	makramat
مکرمه	makrome
مکروه	makruh
مکزیک	mekzik
مکزیکو	mekziko
مکزیکو‌سیتی	mekzikositi
مکزیکی	mekziki
مکسب	mokseb
مکسر	mokassar
مکسور	maksur
مکش	makeS
مکشوف	makSuf
مکشوفه	makSufe
مکعب	moka''ab
مکعبی	moka''abi
مکعب‌شکل	moka''abSekl
مکفی	mokfi
مکلا	mokallA
مکلف	mokallaf
مکمل	mokammel
مکمن	makman
مکنت	meknat
مکنزی	makenzi
مکنون	maknun
مکنونات	maknunAt
مکه	makke
مکی	makki
مکید	makid
مکیده	makide
مکیف	mokayyef
مکینه	makine
مک‌دونالد	makdonAld
مک‌کارتی	makkArti
مک‌کارتیسم	makkArtism
مگ	mak
مگاهرتز	megAhertz
مگاوات	megAvAt
مگاواتی	megAvAti
مگر	magar
مگر‌این‌که	magar'inke
مگس	magas
مگسها	magashA
مگسک	magasak
مگسی	magasi
مگس‌خوار	magasxAr
مگس‌وزن	magasvazn
مگس‌پران	magasparAn
مگس‌کش	magaskoS
مگس‌گیر	magasgir
مگنت	magnet
مگو	magu
می	mey
میادین	mayAdin
میامی	mayAmey
میان	miyAn
میانبر	miyAnbar
میانبند	miyAnband
میانجی	miyAnji
میانجیگر	miyAnjigar
میانجیگری	miyAnjigari
میانجی‌گرانه	miyAnjigarAne
میاندار	miyAndAr
میانداری	miyAndAri
میاندوره	miyAndowre
میاندورود	miyAndorud
میاندو‌آب	miyAndo'Ab
میانرودانی	miyAnrudAni
میانسال	miyAnsAl
میانسالی	miyAnsAli
میانمار	miyAnmAr
میانماری	miyAnmAri
میانمایه	miyAnmAye
میانه	miyAne
میانه‌ای	miyAne'i
میانه‌بالا	miyAnebAlA
میانه‌حال	miyAnehAl
میانه‌رو	miyAnero
میانه‌روی	miyAneravi
میانوند	miyAnvand
میانپوست	miyAnpust
